time,VALE3,BRAP4,spread,zScore,short,long,long_entry,long_exit,positions_long,short_entry,short_exit,positions_short,positions,hegde
2023-02-16 11:30:00,87.93,29.36,0.2310722489901309,1.6489662922169663,1.6816114940380953,-1.663444882926739,False,True,0.0,False,False,-1.0,-1.0,2.9870206999662763
2023-02-16 11:35:00,87.69,29.25,0.3196445259864191,1.7430400597448545,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 11:40:00,87.6,29.17,0.4686061819837164,1.9050593357674404,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 11:45:00,87.51,29.16,0.408476388983388,1.8289918262135463,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 11:50:00,87.5,29.16,0.3984763889833829,1.8098680156343445,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 11:55:00,87.26,29.12,0.27795721698203124,1.6661624015910306,1.6816114940380953,-1.663444882926739,False,True,0.0,False,False,-1.0,-1.0,2.9870206999662763
2023-02-16 12:00:00,87.24,29.11,0.28782742398169603,1.6710419967697365,1.6816114940380953,-1.663444882926739,False,True,0.0,False,False,-1.0,-1.0,2.9870206999662763
2023-02-16 12:05:00,87.29,29.05,0.5170486659796723,1.9242387137486336,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 12:10:00,87.23,29.11,0.2778274239817051,1.6465685428115289,1.6816114940380953,-1.663444882926739,False,True,0.0,False,False,-1.0,-1.0,2.9870206999662763
2023-02-16 12:15:00,87.43,29.13,0.41808700998238635,1.799662494824019,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 12:20:00,87.61,29.19,0.4188657679843857,1.7935065441225428,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 12:25:00,87.61,29.16,0.5084763889833823,1.8876527261688199,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 12:30:00,87.67,29.18,0.508735974984063,1.8802030283451627,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 12:35:00,87.76,29.25,0.3896445259864265,1.7382055855405676,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 12:40:00,87.72,29.13,0.7080870099823784,2.090019432283103,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
